Cust_ID,Target,Age,Gender,Balance,Occupation,No_OF_CR_TXNS,AGE_BKT,Holding_Period,SCR
C6860,0,48,M,1704.75,PROF,11,46-50,6,832
C6861,0,44,M,126981.14,PROF,21,41-45,2,951
C6862,0,53,M,69063.82,PROF,24,>50,13,321
C6863,0,48,M,153812.05,SENP,49,46-50,15,953
C6864,0,32,M,225555,SENP,23,31-35,3,193
C6865,0,27,M,26860.81,SENP,19,26-30,2,613
C6866,0,40,M,189246.67,SENP,1,36-40,18,444
C6867,0,26,M,225555,SENP,20,26-30,25,233
C6868,0,44,M,89448.86,SAL,30,41-45,7,750
C6869,0,25,M,225555,SAL,20,<25,29,790
C6870,0,34,M,108726.26,SAL,27,31-35,4,274
C6871,0,28,M,585295.66,SENP,46,26-30,27,105
C6872,0,53,M,225555,PROF,36,>50,17,421
C6873,0,55,M,201136.85,PROF,37,>50,9,746
C6874,0,46,M,225555,SAL,11,46-50,30,148
C6875,0,50,M,133173.53,SAL,39,46-50,13,995
C6876,0,46,M,23977.59,SAL,44,46-50,23,541
C6877,0,33,M,35972.38,SAL,24,31-35,9,891
C6878,0,38,M,29805.41,SENP,1,36-40,22,380
C6879,0,29,M,4361.37,SAL,24,26-30,6,152
C6880,0,55,M,225555,SAL,9,>50,8,865
C6881,0,30,M,860217.4,SAL,39,26-30,18,580
C6882,0,43,M,225555,SENP,50,41-45,15,665
C6883,0,36,M,2142,PROF,12,36-40,5,658
C6884,0,39,M,158020.14,SAL,42,36-40,24,401
C6885,0,40,M,92438.21,SENP,28,36-40,3,128
C6886,0,30,M,49215.26,SAL,40,26-30,25,313
C6887,0,41,M,225555,PROF,32,41-45,12,765
C6888,0,42,M,99849.17,SAL,34,41-45,7,877
C6889,0,37,M,150323.05,PROF,9,36-40,5,351
C6890,0,35,M,225555,SAL,39,31-35,4,534
C6891,0,27,M,153827.71,SAL,38,26-30,21,877
C6892,0,23,M,49530.36,SAL,6,<25,5,697
C6893,0,23,M,153168.08,PROF,49,<25,23,811
C6894,0,31,M,185307.78,SAL,38,31-35,21,113
C6895,0,40,M,225555,SAL,15,36-40,27,298
C6896,0,45,M,123659.9,SAL,35,41-45,1,375
C6897,0,33,M,4242.22,SENP,6,31-35,29,789
C6898,0,38,M,15860.41,PROF,48,36-40,27,180
C6899,0,39,M,30857.27,SAL,11,36-40,16,662
C6900,0,38,M,225555,PROF,28,36-40,13,484
C6901,0,44,M,82254.47,PROF,18,41-45,15,455
C6902,0,28,M,32972.44,SAL,34,26-30,28,717
C6903,0,38,M,33039.15,SAL,14,36-40,13,268
C6904,0,50,M,5630.57,SAL,17,46-50,20,735
C6905,0,33,M,42934.91,SAL,37,31-35,20,543
C6906,0,43,M,6172.05,PROF,8,41-45,19,522
C6907,0,52,M,13599.1,NA,6,>50,27,356
C6908,0,32,M,2770.8,SAL,28,31-35,18,518
C6909,0,28,M,644634.77,SAL,2,26-30,9,521
C6910,0,26,M,225555,SENP,50,26-30,26,250
C6911,0,46,M,225555,SENP,10,46-50,31,372
C6912,0,39,M,120001.51,PROF,30,36-40,7,285
C6913,0,26,M,734244.03,PROF,10,26-30,4,885
C6914,0,24,M,26238,SAL,6,<25,1,645
C6915,0,29,M,225555,SAL,18,26-30,23,610
C6916,0,22,M,181502.57,SAL,34,<25,8,484
C6917,0,52,M,189519.26,PROF,19,>50,6,317
C6918,0,27,M,225555,SENP,44,26-30,0,398
C6919,0,30,M,657579.13,SAL,1,26-30,18,801
C6920,0,26,M,225555,SENP,38,26-30,1,381
C6921,0,29,M,14460.42,SENP,46,26-30,11,348
C6922,0,26,M,67814.45,SAL,35,26-30,16,771
C6923,0,50,M,193799.53,SAL,9,46-50,10,728
C6924,0,50,M,51783.41,SAL,1,46-50,28,719
C6925,0,43,M,225555,PROF,5,41-45,31,122
C6926,0,51,M,225555,SAL,8,>50,7,542
C6927,0,53,M,102374.37,SENP,18,>50,24,421
C6928,0,39,M,41981.91,PROF,45,36-40,30,788
C6929,0,51,M,8227.53,PROF,39,>50,28,833
C6930,0,27,M,205372.8,PROF,10,26-30,19,214
C6931,0,44,M,130376.76,SAL,12,41-45,15,501
C6932,0,23,M,69305.94,SAL,28,<25,26,388
C6933,0,23,M,216300.95,PROF,12,<25,12,323
C6934,0,45,M,97746.29,SENP,42,41-45,28,519
C6935,0,34,M,237106.49,SENP,45,31-35,23,682
C6936,0,34,M,31828.96,SENP,37,31-35,24,359
C6937,0,22,M,102629.71,SENP,9,<25,31,983
C6938,0,45,M,38348.2,SAL,6,41-45,29,633
C6939,0,29,M,32784.67,PROF,11,26-30,30,764
C6940,0,46,M,472.07,PROF,32,46-50,10,974
C6941,0,48,M,50284.95,PROF,13,46-50,21,408
C6942,0,33,M,225555,SAL,19,31-35,26,695
C6943,0,40,M,73689.21,PROF,15,36-40,28,581
C6944,0,39,M,10364.82,SAL,27,36-40,14,732
C6945,0,53,M,111702.89,SAL,17,>50,15,997
C6946,0,36,M,34839.28,SAL,44,36-40,11,640
C6947,0,43,M,71907.31,PROF,36,41-45,21,818
C6948,0,36,M,8880.2,PROF,37,36-40,22,441
C6949,0,41,M,228238.26,PROF,50,41-45,30,698
C6950,0,45,M,245374.56,SENP,41,41-45,18,303
C6951,0,48,M,86383.78,PROF,30,46-50,8,204
C6952,0,51,M,44553.93,SAL,24,>50,15,887
C6953,0,28,M,503201.86,SENP,40,26-30,5,478
C6954,0,52,M,225555,SAL,20,>50,4,215
C6955,0,48,M,225555,SAL,38,46-50,22,425
C6956,0,26,M,165481.81,SAL,39,26-30,1,678
C6957,0,36,M,17533.09,SAL,11,36-40,13,591
C6958,0,24,M,41505.74,PROF,35,<25,21,193
C6959,0,35,M,238745.67,PROF,10,31-35,26,896
C6960,0,39,M,8832.93,SAL,21,36-40,20,304
C6961,0,35,M,49208.63,SAL,8,31-35,5,160
C6962,0,50,M,73961.15,PROF,50,46-50,14,974
C6963,0,43,M,149524.13,SAL,29,41-45,3,574
C6964,0,30,M,121325.2,SAL,25,26-30,10,297
C6965,0,28,M,207610.43,SAL,25,26-30,31,680
C6966,0,26,M,235000,SAL,32,26-30,9,576
C6967,0,30,M,34472.52,SAL,12,26-30,5,367
C6968,0,35,M,143043.27,SAL,13,31-35,10,114
C6969,0,28,M,16180.97,SAL,28,26-30,25,405
C6970,0,32,M,40547.5,SAL,10,31-35,29,400
C6971,0,37,M,790.8,PROF,46,36-40,12,147
C6972,0,30,M,235000,SAL,50,26-30,30,478
C6973,0,35,M,235000,SAL,17,31-35,30,798
C6974,0,53,M,235000,PROF,11,>50,27,596
C6975,0,26,M,8183.86,PROF,0,26-30,31,870
C6976,0,46,M,6752.5,PROF,1,46-50,20,987
C6977,0,46,M,8395.74,PROF,20,46-50,0,754
C6978,0,49,M,15231.15,PROF,1,46-50,14,228
C6979,0,27,M,233431.66,SAL,22,26-30,0,600
C6980,0,30,M,235000,SAL,36,26-30,24,892
C6981,0,44,M,37307.73,PROF,25,41-45,30,319
C6982,0,43,M,83181.8,PROF,45,41-45,19,606
C6983,0,44,M,10333.7,PROF,39,41-45,14,353
C6984,0,45,M,29141.81,SAL,41,41-45,16,871
C6985,0,55,M,93673.63,PROF,42,>50,19,623
C6986,0,28,M,235000,PROF,44,26-30,10,607
C6987,0,27,M,235000,SAL,41,26-30,15,149
C6988,0,49,M,65104.6,SAL,27,46-50,1,839
C6989,0,32,M,235000,SAL,36,31-35,25,788
C6990,0,34,M,203988.62,PROF,19,31-35,10,395
C6991,0,31,M,7473.53,SAL,34,31-35,29,727
C6992,0,40,M,142368.16,SAL,23,36-40,2,924
C6993,0,32,M,1246966.77,SAL,49,31-35,22,216
C6994,0,32,M,45601.53,PROF,26,31-35,6,727
C6995,0,49,M,4118.55,SAL,17,46-50,13,160
C6996,0,41,M,54909.86,PROF,6,41-45,29,148
C6997,0,32,M,73931.94,SAL,29,31-35,18,588
C6998,0,50,M,155669.15,PROF,48,46-50,14,235
C6999,0,30,M,239151.46,PROF,38,26-30,2,119
C7000,0,23,M,246575.71,SAL,31,<25,28,815
C7001,0,29,M,235000,PROF,43,26-30,0,627
C7002,0,40,M,102937.07,PROF,25,36-40,7,620
C7003,0,43,M,17749.23,PROF,39,41-45,27,135
C7004,0,50,M,22501.89,PROF,9,46-50,30,887
C7005,0,54,M,83176.57,PROF,26,>50,5,494
C7006,0,47,M,83564.72,PROF,34,46-50,31,128
C7007,0,55,M,28737.07,PROF,16,>50,16,291
C7008,0,53,M,1082.21,SAL,14,>50,26,585
C7009,0,31,M,181225.56,SAL,22,31-35,2,111
C7010,0,41,M,15285.92,SAL,24,41-45,23,100
C7011,0,29,M,56583.42,PROF,40,26-30,25,744
C7012,0,48,M,42792.78,PROF,4,46-50,13,641
C7013,0,32,M,76496.36,SAL,21,31-35,13,814
C7014,0,54,M,3419.51,SAL,10,>50,22,799
C7015,0,43,M,199790.21,PROF,43,41-45,24,578
C7016,0,51,M,97419.72,PROF,36,>50,20,222
C7017,0,46,M,118872.86,PROF,22,46-50,29,787
C7018,0,31,M,54717.16,SAL,36,31-35,24,155
C7019,0,53,M,5690.68,SELF-EMP,15,>50,28,104
C7020,0,39,M,13275.18,SELF-EMP,20,36-40,6,526
C7021,0,53,M,96235.35,PROF,25,>50,7,788
C7022,0,52,M,235000,PROF,36,>50,18,800
C7023,0,45,M,66537.48,SAL,12,41-45,2,969
C7024,0,46,M,161468.41,PROF,32,46-50,1,381
C7025,0,48,M,65507.98,SELF-EMP,13,46-50,26,740
C7026,0,51,M,235000,PROF,5,>50,21,389
C7027,0,29,M,0.27,SELF-EMP,37,26-30,3,465
C7028,0,43,M,235000,SAL,2,41-45,0,259
C7029,0,31,M,62908.98,SAL,43,31-35,20,420
C7030,0,53,M,22926.89,PROF,26,>50,30,708
C7031,0,28,M,183635.22,SAL,19,26-30,9,404
C7032,0,54,M,97868.23,SAL,21,>50,29,800
C7033,0,54,M,51318.45,SELF-EMP,49,>50,19,604
C7034,0,42,M,235000,SAL,42,41-45,20,717
C7035,0,29,M,16647.22,SAL,6,26-30,11,699
C7036,0,48,M,6892.35,PROF,12,46-50,2,480
C7037,0,43,M,43304.22,PROF,43,41-45,23,165
C7038,0,30,M,24233.04,PROF,3,26-30,19,920
C7039,0,45,M,249034.23,SAL,36,41-45,9,729
C7040,0,52,M,193354.9,SAL,6,>50,7,602
C7041,0,30,M,24693.58,PROF,12,26-30,23,164
C7042,0,33,M,43807.96,PROF,31,31-35,21,162
C7043,0,34,M,5527.94,SELF-EMP,47,31-35,8,725
C7044,0,25,M,16363.34,PROF,19,<25,7,496
C7045,0,32,M,406502.2,SAL,47,31-35,20,406
C7046,0,31,M,70497.36,PROF,34,31-35,26,335
C7047,0,32,M,170978.65,SAL,17,31-35,3,986
C7048,0,44,M,184076.95,SAL,45,41-45,30,626
C7049,0,46,M,215222.64,SELF-EMP,11,46-50,4,599
C7050,0,32,M,235012.05,PROF,31,31-35,11,986
C7051,0,29,M,247567.74,PROF,46,26-30,0,913
C7052,0,29,M,38766.97,PROF,4,26-30,2,669
C7053,0,36,M,6398.86,PROF,21,36-40,3,561
C7054,0,44,M,9709.28,PROF,44,41-45,21,714
C7055,0,50,M,107461.54,SAL,27,46-50,19,396
C7056,0,28,M,24484.45,SAL,49,26-30,16,334
C7057,0,35,M,54966.86,SAL,17,31-35,0,920
C7058,0,28,M,2805.62,PROF,35,26-30,26,974
C7059,0,37,M,232174.93,PROF,9,36-40,5,845
C7060,0,26,M,326938.09,PROF,35,26-30,17,111
C7061,0,43,M,81254.75,PROF,37,41-45,22,634
C7062,0,46,M,142628.66,PROF,29,46-50,7,524
C7063,0,31,M,68754.7,SAL,29,31-35,24,175
C7064,0,29,M,21252.38,PROF,13,26-30,19,866
C7065,0,53,M,40121.51,SAL,28,>50,1,795
C7066,0,51,M,120319.07,SAL,43,>50,31,482
C7067,0,42,M,287810.57,SAL,24,41-45,19,727
C7068,0,50,M,302596.74,PROF,18,46-50,1,232
C7069,0,40,M,131478.61,SAL,8,36-40,0,447
C7070,0,40,M,356862.81,PROF,28,36-40,3,677
C7071,0,32,M,292098.05,PROF,0,31-35,7,882
C7072,0,34,M,5174.15,SELF-EMP,23,31-35,28,965
C7073,0,29,M,35564.15,SAL,40,26-30,1,615
C7074,0,32,M,39398.81,SELF-EMP,1,31-35,4,538
C7075,0,28,M,31821.99,PROF,20,26-30,13,833
C7076,0,28,M,74829.23,SAL,38,26-30,10,935
C7077,0,29,M,52119.83,SAL,41,26-30,17,928
C7078,0,28,M,43868.67,PROF,10,26-30,17,874
C7079,0,27,M,48221.38,SAL,8,26-30,11,578
C7080,0,30,M,41491.73,SAL,42,26-30,15,145
C7081,0,26,M,28982.51,PROF,17,26-30,28,453
C7082,0,27,M,45480.63,PROF,3,26-30,12,573
C7083,0,28,M,59142.19,SAL,41,26-30,7,403
C7084,0,28,M,24342.87,SAL,6,26-30,16,497
C7085,0,28,M,23840.81,SAL,34,26-30,23,378
C7086,0,33,M,24348.09,SAL,29,31-35,1,543
C7087,0,53,M,13268.07,SAL,9,>50,15,579
C7088,0,34,M,58670.51,SELF-EMP,11,31-35,24,410
C7089,0,36,M,103649.97,SELF-EMP,34,36-40,5,890
C7090,0,35,M,982.83,SAL,44,31-35,28,880
C7091,0,38,M,13471.37,SAL,20,36-40,8,537
C7092,0,36,M,42987.05,SAL,44,36-40,28,703
C7093,0,42,M,23044.04,SAL,1,41-45,17,297
C7094,0,45,M,432624.36,PROF,25,41-45,31,594
C7095,0,24,M,175824.64,SAL,2,<25,11,930
C7096,0,51,M,280198.02,PROF,41,>50,22,670
C7097,0,34,M,96206.12,PROF,48,31-35,3,126
C7098,0,38,M,255159.83,PROF,2,36-40,12,310
C7099,0,32,M,149447.75,PROF,2,31-35,16,974
C7100,0,34,M,23999.73,PROF,4,31-35,4,402
C7101,0,26,M,66451.03,PROF,2,26-30,16,503
C7102,0,47,M,219788.78,PROF,15,46-50,13,726
C7103,0,43,M,24119.06,PROF,45,41-45,10,945
C7104,0,26,M,2410.43,SAL,35,26-30,27,259
C7105,0,55,M,49388.97,PROF,37,>50,20,938
C7106,0,24,M,392252.72,SELF-EMP,7,<25,24,430
C7107,0,24,M,58801.71,SAL,16,<25,15,323
C7108,0,47,M,21221.84,PROF,1,46-50,31,827
C7109,0,43,M,400880.39,PROF,19,41-45,22,538
C7110,0,42,M,95326.91,PROF,29,41-45,15,851
C7111,0,33,M,29959.84,SAL,49,31-35,11,607
C7112,0,30,M,82629.35,PROF,34,26-30,9,155
C7113,0,29,M,324581.11,SAL,0,26-30,9,344
C7114,0,40,M,347862.07,SELF-EMP,24,36-40,29,470
C7115,0,32,M,77936.82,SAL,46,31-35,27,264
C7116,0,39,M,135647.81,SAL,7,36-40,7,793
C7117,0,37,M,27130.29,PROF,17,36-40,31,450
C7118,0,34,M,241667.33,SAL,13,31-35,21,663
C7119,0,27,M,137357.96,PROF,27,26-30,5,589
C7120,0,54,M,196573.66,SAL,40,>50,28,669
C7121,0,24,M,89871.8,PROF,19,<25,21,112
C7122,0,32,M,19216.45,PROF,45,31-35,10,319
C7123,0,39,M,8161.86,PROF,1,36-40,31,144
C7124,0,39,M,2385.85,SAL,16,36-40,9,961
C7125,0,22,M,23813.59,SAL,11,<25,12,398
C7126,0,29,M,37641,PROF,32,26-30,28,321
C7127,0,29,M,157631.6,SAL,27,26-30,12,392
C7128,0,46,M,28923.53,PROF,3,46-50,15,123
C7129,0,37,M,18688.55,SAL,42,36-40,28,907
C7130,0,40,M,113170.84,PROF,50,36-40,29,590
C7131,0,40,M,307911.42,PROF,21,36-40,5,951
C7132,0,29,M,246343.2,PROF,38,26-30,6,970
C7133,0,51,M,12042.46,SAL,32,>50,12,474
C7134,0,54,M,66606.69,SAL,25,>50,30,932
C7135,0,45,M,26938.87,SAL,22,41-45,2,255
C7136,0,32,M,45881.22,SAL,42,31-35,27,572
C7137,0,44,M,326649.69,SAL,21,41-45,1,222
C7138,0,30,M,292959.18,SAL,44,26-30,18,423
C7139,0,45,M,135581.31,SAL,23,41-45,19,521
C7140,0,26,M,667833.64,SAL,1,26-30,23,621
C7141,0,36,M,232155.39,PROF,11,36-40,10,301
C7142,0,39,M,221552.89,PROF,13,36-40,4,976
C7143,0,30,M,12420.1,SAL,25,26-30,25,933
C7144,0,55,M,185502.51,SAL,36,>50,6,947
C7145,0,43,M,29328.4,PROF,33,41-45,0,784
C7146,0,22,M,105399.95,SAL,42,<25,11,205
C7147,0,28,M,656869.44,PROF,33,26-30,20,643
C7148,0,44,M,60667.41,SAL,8,41-45,11,952
C7149,0,50,M,172795.76,PROF,46,46-50,8,300
C7150,0,35,M,393412.71,PROF,10,31-35,28,340
C7151,0,31,M,38936.28,SAL,11,31-35,13,479
C7152,0,39,M,770949.78,SAL,25,36-40,20,517
C7153,0,38,M,130398.08,SAL,29,36-40,13,531
C7154,0,28,M,1526.6,PROF,49,26-30,30,649
C7155,0,25,M,48456.96,PROF,1,<25,6,720
C7156,0,34,M,23673.81,PROF,26,31-35,26,100
C7157,0,52,M,63206.4,SAL,43,>50,15,371
C7158,0,43,M,297634.4,PROF,44,41-45,5,425
C7159,0,41,M,29385.14,PROF,25,41-45,10,595
C7160,0,52,M,85196.35,PROF,11,>50,30,339
C7161,0,28,M,17429.27,PROF,47,26-30,11,354
C7162,0,31,M,69441.97,SAL,16,31-35,28,719
C7163,0,38,M,36837.11,PROF,0,36-40,24,153
C7164,0,51,M,100168.48,PROF,35,>50,15,205
C7165,0,43,M,77616.44,PROF,27,41-45,29,405
C7166,0,38,M,124571.81,SAL,32,36-40,12,276
C7167,0,51,M,163243.21,PROF,6,>50,4,100
C7168,0,36,M,0,SAL,26,36-40,17,559
C7169,0,49,M,123414.68,SAL,13,46-50,14,985
C7170,0,54,M,63661.76,SAL,45,>50,11,129
C7171,0,41,M,76995.42,SAL,3,41-45,3,930
C7172,0,42,M,13740.87,PROF,26,41-45,28,735
C7173,0,54,M,6215.93,SAL,24,>50,9,970
C7174,0,44,M,108601.91,SAL,0,41-45,5,958
C7175,0,54,M,66858.44,SAL,1,>50,22,390
C7176,0,55,M,261261.34,SAL,10,>50,7,864
C7177,0,29,M,308625.46,SAL,40,26-30,0,683
C7178,0,32,M,8177.85,SAL,39,31-35,17,860
C7179,0,33,M,2827.47,SAL,22,31-35,4,496
C7180,0,48,M,0,SAL,50,46-50,9,102
C7181,0,27,M,62479.09,SAL,7,26-30,7,534
C7182,0,29,M,234568.45,SAL,33,26-30,11,654
C7183,0,42,M,225675.69,SAL,33,41-45,7,995
C7184,0,32,M,335171.55,SAL,23,31-35,26,496
C7185,0,52,M,326669.37,SAL,34,>50,14,275
C7186,0,39,M,560365.11,SAL,20,36-40,12,247
C7187,0,52,M,9651.01,SAL,29,>50,31,401
C7188,0,53,M,15058.09,SAL,18,>50,21,583
C7189,0,29,M,159437.83,SAL,41,26-30,14,120
C7190,0,27,M,309023.06,SAL,28,26-30,6,817
C7191,0,37,M,30057.24,SAL,20,36-40,7,377
C7192,0,33,M,147139.28,SAL,33,31-35,15,254
C7193,0,29,M,221244.75,SAL,35,26-30,7,451
C7194,0,25,M,0,SELF-EMP,43,<25,12,344
C7195,0,48,M,5405.8,SAL,45,46-50,17,831
C7196,0,26,M,16045.48,SAL,11,26-30,23,810
C7197,0,52,M,135366.63,SAL,17,>50,23,969
C7198,0,33,M,83476.6,SELF-EMP,47,31-35,20,951
C7199,0,36,M,80999.28,SAL,48,36-40,23,411
C7200,0,52,M,21426.05,SAL,10,>50,31,194
C7201,0,52,M,17591.77,SAL,36,>50,18,113
C7202,0,41,M,30104.27,SAL,49,41-45,3,253
C7203,0,26,M,36649.97,SELF-EMP,30,26-30,30,448
C7204,0,43,M,19724.82,SAL,23,41-45,29,839
C7205,0,36,M,9422.2,SAL,47,36-40,23,432
C7206,0,33,M,13634.47,SAL,33,31-35,1,160
C7207,0,51,M,180227.45,SELF-EMP,8,>50,3,366
C7208,0,26,M,566737.29,SAL,26,26-30,22,758
C7209,0,27,M,27329.25,PROF,9,26-30,19,238
C7210,0,25,M,488263.24,SAL,4,<25,20,251
C7211,0,27,M,248688.55,PROF,12,26-30,27,313
C7212,0,29,M,192676.88,SAL,43,26-30,18,766
C7213,0,33,M,6869.45,SELF-EMP,9,31-35,22,791
C7214,0,52,M,28269.16,SELF-EMP,36,>50,25,436
C7215,0,54,M,180051.61,SAL,5,>50,5,303
C7216,0,49,M,680060.99,SAL,36,46-50,28,668
C7217,0,52,M,24130.95,SAL,40,>50,2,237
C7218,0,47,M,557.15,SAL,25,46-50,30,245
C7219,0,54,M,40150.26,SELF-EMP,18,>50,9,829
C7220,0,44,M,337037.24,SELF-EMP,38,41-45,18,294
C7221,0,33,M,71586.47,SAL,14,31-35,10,205
C7222,0,24,M,294294.48,SAL,9,<25,27,608
C7223,0,49,M,1743.93,SELF-EMP,11,46-50,18,351
C7224,0,41,M,17359.79,SELF-EMP,37,41-45,23,464
C7225,0,37,M,58031.65,SELF-EMP,8,36-40,10,721
C7226,0,41,M,516197.79,SELF-EMP,18,41-45,21,146
C7227,0,36,M,49202.94,SAL,19,36-40,19,748
C7228,0,37,M,91548.99,SAL,34,36-40,3,465
C7229,0,43,M,17971.2,SAL,39,41-45,13,529
C7230,0,36,M,88465.52,SAL,47,36-40,8,581
C7231,0,55,M,100096.57,SAL,25,>50,0,496
C7232,0,49,M,62975.86,SELF-EMP,25,46-50,28,683
C7233,0,50,M,78556.77,SAL,33,46-50,26,443
C7234,0,55,M,144476.17,PROF,14,>50,27,585
C7235,0,26,M,89783.88,SAL,41,26-30,12,337
C7236,0,53,M,119225.95,SAL,21,>50,13,919
C7237,0,33,M,31149.37,SAL,41,31-35,29,587
C7238,0,53,M,153965.09,SAL,24,>50,9,790
C7239,0,55,M,11552,SAL,23,>50,26,700
C7240,0,50,M,177821.22,SELF-EMP,6,46-50,15,919
C7241,0,52,M,117288.96,SAL,17,>50,7,916
C7242,0,53,M,167876.73,NA,9,>50,29,734
C7243,0,37,M,6164.7,SELF-EMP,10,36-40,30,760
C7244,0,46,M,7701.49,SAL,18,46-50,2,644
C7245,0,46,M,193520.3,SELF-EMP,10,46-50,21,588
C7246,0,52,M,8989.65,PROF,20,>50,29,930
C7247,0,41,M,170559.56,SELF-EMP,11,41-45,3,684
C7248,0,45,M,8209.23,NA,12,41-45,4,708
C7249,0,32,M,186245.79,PROF,14,31-35,23,379
C7250,0,49,M,337737.42,NA,12,46-50,22,120
C7251,0,51,M,18191.86,NA,2,>50,15,585
C7252,0,53,M,14788.93,NA,7,>50,12,797
C7253,0,50,M,58581.04,SELF-EMP,1,46-50,30,129
C7254,0,52,M,17892.85,NA,7,>50,27,934
C7255,0,26,M,12339.33,PROF,6,26-30,30,815
C7256,0,39,M,149359.43,NA,9,36-40,24,312
C7257,0,39,M,215789.08,NA,2,36-40,2,374
C7258,0,50,M,33218.29,SELF-EMP,15,46-50,15,648
C7259,0,38,M,29765.64,SAL,12,36-40,2,907
C7260,0,26,M,405483.53,SAL,3,26-30,10,483
C7261,0,27,M,334081.36,SAL,2,26-30,5,920
C7262,0,38,M,202021.91,PROF,17,36-40,24,805
C7263,0,33,M,0,SELF-EMP,6,31-35,17,930
C7264,0,33,M,27354.09,SAL,18,31-35,7,699
C7265,0,33,M,196959.81,SAL,13,31-35,20,423
C7266,0,25,M,338823.24,SAL,13,<25,24,847
C7267,0,54,M,44241.57,SAL,12,>50,22,131
C7268,0,37,M,228455.03,SELF-EMP,11,36-40,2,471
C7269,0,32,M,202741.05,SAL,20,31-35,31,882
C7270,0,51,M,46848.27,SELF-EMP,11,>50,21,994
C7271,0,28,M,129008.62,SAL,19,26-30,20,810
C7272,0,28,M,217830.6,SAL,2,26-30,8,796
C7273,0,28,M,417613.61,SAL,13,26-30,13,735
C7274,0,44,M,69636.74,SELF-EMP,4,41-45,9,395
C7275,0,32,M,94717.05,SELF-EMP,17,31-35,8,862
C7276,0,32,M,50014.04,SAL,0,31-35,4,519
C7277,0,33,M,328373.17,SAL,3,31-35,30,727
C7278,0,45,M,66449.43,SAL,14,41-45,20,794
C7279,0,27,M,10793.19,SELF-EMP,3,26-30,9,965
C7280,0,46,M,45131.33,SELF-EMP,5,46-50,24,691
C7281,0,31,M,48183.1,SELF-EMP,14,31-35,30,371
C7282,0,51,M,309489.22,SAL,19,>50,4,645
C7283,0,53,M,320182.51,SAL,4,>50,0,284
C7284,0,27,M,65491.52,SAL,0,26-30,26,388
C7285,0,33,M,3580.86,PROF,6,31-35,8,282
C7286,0,37,M,33457.13,PROF,13,36-40,11,272
C7287,0,35,M,61089.89,PROF,20,31-35,20,107
C7288,0,52,M,603.25,PROF,8,>50,22,434
C7289,0,54,M,41843.48,PROF,13,>50,22,448
C7290,0,37,M,51602.06,PROF,2,36-40,20,167
C7291,0,29,M,263386.35,PROF,15,26-30,8,975
C7292,0,29,M,331001.38,SAL,19,26-30,11,836
C7293,0,52,M,121242.46,SAL,18,>50,26,171
C7294,0,37,M,51093.45,PROF,1,36-40,22,469
C7295,0,41,M,6999.9,PROF,14,41-45,27,565
C7296,0,38,M,103757.98,PROF,19,36-40,21,341
C7297,0,46,M,57831.62,PROF,18,46-50,28,558
C7298,0,45,M,101887.65,SAL,17,41-45,12,874
C7299,0,48,M,184949.26,PROF,6,46-50,11,621
C7300,0,44,M,583802.02,PROF,11,41-45,21,379
C7301,0,27,M,210812.54,PROF,20,26-30,31,950
C7302,0,44,M,64277.78,SAL,20,41-45,4,788
C7303,0,32,M,144536.18,SAL,9,31-35,12,528
C7304,0,47,M,62221.92,SAL,12,46-50,4,263
C7305,0,32,M,379585.58,PROF,20,31-35,16,146
C7306,0,53,M,137804.98,SAL,8,>50,0,425
C7307,0,45,M,57290.2,PROF,15,41-45,10,166
C7308,0,49,M,12648.67,PROF,4,46-50,12,920
C7309,0,35,M,253667.73,PROF,0,31-35,24,585
C7310,0,33,M,80995.09,PROF,16,31-35,18,342
C7311,0,34,M,91553.47,PROF,15,31-35,1,499
C7312,0,55,M,26337.25,PROF,16,>50,18,656
C7313,0,51,M,56811.55,PROF,10,>50,25,772
C7314,0,32,M,15603.42,PROF,13,31-35,8,910
C7315,0,42,M,96579.57,SAL,20,41-45,22,685
C7316,0,32,M,344448.72,SAL,5,31-35,1,895
C7317,0,31,M,63674.25,SAL,10,31-35,10,599
C7318,0,40,M,256274.53,SAL,3,36-40,9,563
C7319,0,52,M,20452.35,PROF,8,>50,2,260
C7320,0,26,M,331493.74,PROF,8,26-30,9,412
C7321,0,33,M,59618.88,PROF,17,31-35,11,286
C7322,0,30,M,10656.92,SAL,10,26-30,0,608
C7323,0,53,M,88478.3,PROF,10,>50,20,562
C7324,0,29,M,22918.04,PROF,5,26-30,8,351
C7325,0,40,M,538773.61,SAL,8,36-40,6,358
C7326,0,27,M,82340.38,PROF,5,26-30,3,585
C7327,0,30,M,304960.91,SAL,17,26-30,4,148
C7328,0,44,M,14584.75,PROF,7,41-45,5,154
C7329,0,42,M,148078.24,PROF,15,41-45,15,513
C7330,0,43,M,30150.28,PROF,6,41-45,6,744
C7331,0,41,M,14157.17,PROF,0,41-45,5,232
C7332,0,49,M,13043.15,PROF,11,46-50,5,351
C7333,0,54,M,4172.43,SAL,2,>50,10,829
C7334,0,28,M,98508.05,PROF,9,26-30,4,930
C7335,0,33,M,349352.2,PROF,17,31-35,10,287
C7336,0,55,M,92219.61,SAL,12,>50,26,913
C7337,0,29,M,97533.65,SAL,11,26-30,4,785
C7338,0,34,M,41599.59,SAL,11,31-35,1,684
C7339,0,53,M,22429.56,SAL,3,>50,29,795
C7340,0,54,M,18135.51,SAL,12,>50,5,108
C7341,0,55,M,25854.3,SAL,11,>50,30,559
